ID,日期,縣市別,總人口數,前次累計接種人數更新,新增接種人數,累計接種人數,累計接種率,累計配送劑數,剩餘庫存量
866,210404,彰化縣,1262673,430,0,430,0.03,0,0.00
870,210404,宜蘭縣,452355,379,0,379,0.08,0,0.00
868,210404,屏東縣,809765,315,0,315,0.04,0,0.00
871,210404,新竹市,452229,244,0,244,0.05,0,0.00
873,210404,嘉義市,265416,184,21,205,0.08,0,0.00
869,210404,基隆市,367088,166,0,166,0.05,0,0.00
872,210404,苗栗縣,541226,122,10,132,0.02,0,0.00
876,210404,臺東縣,214599,113,0,113,0.05,0,0.00
877,210404,南投縣,489148,73,0,73,0.01,0,0.00
867,210404,雲林縣,674622,64,0,64,0.01,0,0.00
878,210404,澎湖縣,105905,50,0,50,0.05,0,0.00
879,210404,金門縣,140325,20,0,20,0.01,0,0.00
880,210404,連江縣,13403,0,0,0,0.00,0,0.00
952,210403,高雄市,2760028,3055,0,3055,0.11,0,0.00
947,210403,臺北市,2581006,2944,0,2944,0.11,0,0.00
950,210403,臺中市,2820979,2300,0,2300,0.08,0,0.00
949,210403,桃園市,2270971,2064,0,2064,0.09,0,0.00
948,210403,新北市,4027730,1908,0,1908,0.05,0,0.00
951,210403,臺南市,1871224,1210,0,1210,0.06,0,0.00
953,210403,新竹縣,572422,488,0,488,0.09,0,0.00
963,210403,花蓮縣,323441,476,0,476,0.15,0,0.00
962,210403,嘉義縣,497641,473,0,473,0.10,0,0.00
954,210403,彰化縣,1262673,430,0,430,0.03,0,0.00
958,210403,宜蘭縣,452355,379,0,379,0.08,0,0.00
956,210403,屏東縣,809765,315,0,315,0.04,0,0.00
959,210403,新竹市,452229,244,0,244,0.05,0,0.00
961,210403,嘉義市,265416,184,0,184,0.07,0,0.00
957,210403,基隆市,367088,166,0,166,0.05,0,0.00
960,210403,苗栗縣,541226,122,0,122,0.02,0,0.00
964,210403,臺東縣,214599,113,0,113,0.05,0,0.00
965,210403,南投縣,489148,73,0,73,0.01,0,0.00
955,210403,雲林縣,674622,64,0,64,0.01,0,0.00
966,210403,澎湖縣,105905,50,0,50,0.05,0,0.00
967,210403,金門縣,140325,20,0,20,0.01,0,0.00
968,210403,連江縣,13403,0,0,0,0.00,0,0.00
820,210402,高雄市,2760028,3005,50,3055,0.11,0,0.00
815,210402,臺北市,2581006,2858,86,2944,0.11,0,0.00
818,210402,臺中市,2820979,2268,32,2300,0.08,0,0.00
817,210402,桃園市,2270971,1974,90,2064,0.09,0,0.00
816,210402,新北市,4027730,1694,192,1886,0.05,0,0.00
819,210402,臺南市,1871224,1210,0,1210,0.06,0,0.00
821,210402,新竹縣,572422,477,11,488,0.09,0,0.00
831,210402,花蓮縣,323441,443,33,476,0.15,0,0.00
830,210402,嘉義縣,497641,473,0,473,0.10,0,0.00
822,210402,彰化縣,1262673,404,26,430,0.03,0,0.00
826,210402,宜蘭縣,452355,379,0,379,0.08,0,0.00
824,210402,屏東縣,809765,305,10,315,0.04,0,0.00
827,210402,新竹市,452229,223,21,244,0.05,0,0.00
829,210402,嘉義市,265416,129,55,184,0.07,0,0.00
825,210402,基隆市,367088,166,0,166,0.05,0,0.00
828,210402,苗栗縣,541226,122,0,122,0.02,0,0.00
832,210402,臺東縣,214599,113,0,113,0.05,0,0.00
833,210402,南投縣,489148,73,0,73,0.01,0,0.00
823,210402,雲林縣,674622,64,0,64,0.01,0,0.00
834,210402,澎湖縣,105905,50,0,50,0.05,0,0.00
835,210402,金門縣,140325,20,0,20,0.01,0,0.00
836,210402,連江縣,13403,0,0,0,0.00,0,0.00
3,210324,桃園市,2270971,765,324,1089,0.05,0,0.00
6,210324,高雄市,2760028,678,402,1080,0.04,0,0.00
4,210324,臺中市,2820979,371,281,652,0.02,0,0.00
2,210324,新北市,4027730,239,203,442,0.01,0,0.00
5,210324,臺南市,1871224,121,121,242,0.01,0,0.00
1,210324,臺北市,2581006,48,5,222,0.01,0,0.00
7,210324,新竹縣,572422,112,63,175,0.03,0,0.00
17,210324,花蓮縣,323441,46,122,168,0.05,0,0.00
10,210324,屏東縣,809765,84,47,131,0.02,0,0.00
16,210324,嘉義縣,497641,66,33,99,0.02,0,0.00
12,210324,宜蘭縣,452355,52,41,93,0.02,0,0.00
8,210324,彰化縣,1262673,34,32,66,0.01,0,0.00
13,210324,新竹市,452229,10,50,60,0.01,0,0.00
18,210324,臺東縣,214599,51,0,51,0.02,0,0.00
15,210324,嘉義市,265416,33,0,33,0.01,0,0.00
14,210324,苗栗縣,541226,21,0,21,0.00,0,0.00
19,210324,南投縣,489148,19,0,19,0.00,0,0.00
9,210324,雲林縣,674622,11,0,11,0.00,0,0.00
11,210324,基隆市,367088,10,0,10,0.00,0,0.00
20,210324,澎湖縣,105905,10,0,10,0.01,0,0.00
21,210324,金門縣,140325,0,10,10,0.01,0,0.00
22,210324,連江縣,13403,0,0,0,0.00,0,0.00
993,210323,桃園市,2270971,343,422,765,0.03,0,0.00
996,210323,高雄市,2760028,353,325,678,0.02,0,0.00
991,210323,臺北市,2581006,302,184,486,0.02,0,0.00
994,210323,臺中市,2820979,103,268,371,0.01,0,0.00
992,210323,新北市,4027730,131,107,238,0.01,0,0.00
995,210323,臺南市,1871224,50,71,121,0.01,0,0.00
997,210323,新竹縣,572422,45,67,112,0.02,0,0.00
1000,210323,屏東縣,809765,40,44,84,0.01,0,0.00
1006,210323,嘉義縣,497641,33,33,66,0.01,0,0.00
1002,210323,宜蘭縣,452355,52,0,52,0.01,0,0.00
1008,210323,臺東縣,214599,10,41,51,0.02,0,0.00
1007,210323,花蓮縣,323441,46,0,46,0.01,0,0.00
998,210323,彰化縣,1262673,22,12,34,0.00,0,0.00
1005,210323,嘉義市,265416,0,33,33,0.01,0,0.00
1004,210323,苗栗縣,541226,11,10,21,0.00,0,0.00
1009,210323,南投縣,489148,9,10,19,0.00,0,0.00
999,210323,雲林縣,674622,0,11,11,0.00,0,0.00
1001,210323,基隆市,367088,10,0,10,0.00,0,0.00
1003,210323,新竹市,452229,10,0,10,0.00,0,0.00
1010,210323,澎湖縣,105905,10,0,10,0.01,0,0.00
1011,210323,金門縣,140325,0,0,0,0.00,0,0.00
1012,210323,連江縣,13403,0,0,0,0.00,0,0.00
358,210322,高雄市,2760028,0,353,353,0.01,0,0.00
355,210322,桃園市,2270971,0,343,343,0.02,0,0.00
353,210322,臺北市,2581006,0,301,301,0.01,0,0.00
354,210322,新北市,4027730,0,131,131,0.00,0,0.00
356,210322,臺中市,2820979,0,103,103,0.00,0,0.00
364,210322,宜蘭縣,452355,0,52,52,0.01,0,0.00
357,210322,臺南市,1871224,0,50,50,0.00,0,0.00
369,210322,花蓮縣,323441,0,46,46,0.01,0,0.00
359,210322,新竹縣,572422,0,45,45,0.01,0,0.00
362,210322,屏東縣,809765,0,40,40,0.00,0,0.00
368,210322,嘉義縣,497641,0,33,33,0.01,0,0.00
360,210322,彰化縣,1262673,0,21,21,0.00,0,0.00
366,210322,苗栗縣,541226,0,11,11,0.00,0,0.00
363,210322,基隆市,367088,0,10,10,0.00,0,0.00
365,210322,新竹市,452229,0,10,10,0.00,0,0.00
370,210322,臺東縣,214599,0,10,10,0.00,0,0.00
372,210322,澎湖縣,105905,0,10,10,0.01,0,0.00
371,210322,南投縣,489148,0,9,9,0.00,0,0.00
361,210322,雲林縣,674622,0,0,0,0.00,0,0.00
367,210322,嘉義市,265416,0,0,0,0.00,0,0.00
373,210322,金門縣,140325,0,0,0,0.00,0,0.00
374,210322,連江縣,13403,0,0,0,0.00,0,0.00
